time,ip,prediction,action
2026-08-02 16:33:49.996058,192.168.1.252,ANOMALY,BLOCKED
2026-08-02 16:33:50.030235,192.168.1.24,ANOMALY,BLOCKED
2026-08-02 16:33:50.061000,192.168.1.182,ANOMALY,BLOCKED
2026-08-02 16:33:50.094841,192.168.1.46,ANOMALY,BLOCKED
2026-08-02 16:33:50.128827,192.168.1.208,ANOMALY,BLOCKED
2026-08-02 16:33:50.161702,192.168.1.7,ANOMALY,BLOCKED
2026-08-02 16:33:50.196990,192.168.1.122,ANOMALY,BLOCKED
2026-08-02 16:33:50.229247,192.168.1.152,ANOMALY,BLOCKED
2026-08-02 16:33:50.263424,192.168.1.120,ANOMALY,BLOCKED
2026-08-02 16:33:50.295825,192.168.1.149,ANOMALY,BLOCKED
2026-08-02 16:33:50.330029,192.168.1.29,ANOMALY,BLOCKED
2026-08-02 16:33:50.366986,192.168.1.167,ANOMALY,BLOCKED
2026-08-02 16:33:50.411528,192.168.1.63,ANOMALY,BLOCKED
2026-08-02 16:33:50.447711,192.168.1.139,ANOMALY,BLOCKED
2026-08-02 16:33:50.492154,192.168.1.86,ANOMALY,BLOCKED
2026-08-02 16:33:50.529405,192.168.1.128,ANOMALY,BLOCKED
2026-08-02 16:33:50.563149,192.168.1.135,NORMAL,ALLOWED
2026-08-02 16:33:50.595787,192.168.1.19,ANOMALY,BLOCKED
2026-08-02 16:33:50.626977,192.168.1.78,ANOMALY,BLOCKED
2026-08-02 16:33:50.659651,192.168.1.236,ANOMALY,BLOCKED
2026-08-02 16:33:50.694033,192.168.1.184,ANOMALY,BLOCKED
2026-08-02 16:33:50.726651,192.168.1.227,ANOMALY,BLOCKED
2026-08-02 16:33:50.756080,192.168.1.132,ANOMALY,BLOCKED
2026-08-02 16:33:50.789504,192.168.1.208,ANOMALY,BLOCKED
2026-08-02 16:33:50.832805,192.168.1.224,ANOMALY,BLOCKED
2026-08-02 16:33:50.877968,192.168.1.144,ANOMALY,BLOCKED
2026-08-02 16:33:50.914692,192.168.1.143,ANOMALY,BLOCKED
2026-08-02 16:33:50.949446,192.168.1.8,ANOMALY,BLOCKED
2026-08-02 16:33:50.992643,192.168.1.42,ANOMALY,BLOCKED
2026-08-02 16:33:51.029169,192.168.1.231,ANOMALY,BLOCKED
2026-08-02 16:33:51.067575,192.168.1.54,ANOMALY,BLOCKED
2026-08-02 16:33:51.111524,192.168.1.44,ANOMALY,BLOCKED
2026-08-02 16:33:51.146376,192.168.1.97,NORMAL,ALLOWED
2026-08-02 16:34:17.425886,192.168.1.173,ANOMALY,BLOCKED
2026-08-02 16:34:17.458977,192.168.1.7,ANOMALY,BLOCKED
2026-08-02 16:34:17.489896,192.168.1.144,ANOMALY,BLOCKED
2026-08-02 16:34:17.520205,192.168.1.122,ANOMALY,BLOCKED
2026-08-02 16:34:17.551153,192.168.1.243,ANOMALY,BLOCKED
2026-08-02 16:34:17.582396,192.168.1.180,ANOMALY,BLOCKED
2026-08-02 16:34:17.613466,192.168.1.176,NORMAL,ALLOWED
2026-08-02 16:34:17.646300,192.168.1.53,ANOMALY,BLOCKED
2026-08-02 16:34:17.677180,192.168.1.227,ANOMALY,BLOCKED
2026-08-02 16:34:17.707114,192.168.1.252,NORMAL,ALLOWED
2026-08-02 16:34:17.736452,192.168.1.110,NORMAL,ALLOWED
2026-08-02 16:34:17.768198,192.168.1.32,ANOMALY,BLOCKED
2026-08-02 16:34:17.801021,192.168.1.155,ANOMALY,BLOCKED
2026-08-02 16:34:17.830978,192.168.1.240,ANOMALY,BLOCKED
2026-08-02 16:34:17.860189,192.168.1.91,ANOMALY,BLOCKED
2026-08-02 16:34:17.892302,192.168.1.190,NORMAL,ALLOWED
2026-08-02 16:34:17.928789,192.168.1.55,ANOMALY,BLOCKED
2026-08-02 16:34:17.962646,192.168.1.79,ANOMALY,BLOCKED
2026-08-02 16:34:17.993904,192.168.1.194,ANOMALY,BLOCKED
2026-08-02 16:34:18.030120,192.168.1.132,ANOMALY,BLOCKED
2026-08-02 16:34:18.063598,192.168.1.192,ANOMALY,BLOCKED
2026-08-02 16:34:18.094685,192.168.1.15,ANOMALY,BLOCKED
2026-08-02 16:34:18.125323,192.168.1.54,ANOMALY,BLOCKED
2026-08-02 16:34:18.157162,192.168.1.128,ANOMALY,BLOCKED
2026-08-02 16:34:18.188109,192.168.1.205,ANOMALY,BLOCKED
2026-08-02 16:34:18.219729,192.168.1.248,ANOMALY,BLOCKED
2026-08-02 16:34:18.252293,192.168.1.165,ANOMALY,BLOCKED
2026-08-02 16:34:18.286028,192.168.1.93,ANOMALY,BLOCKED
2026-08-02 16:34:18.320145,192.168.1.230,ANOMALY,BLOCKED
2026-08-02 16:34:18.356983,192.168.1.122,ANOMALY,BLOCKED
2026-08-02 16:34:18.395733,192.168.1.199,ANOMALY,BLOCKED
2026-08-02 16:34:18.432160,192.168.1.92,ANOMALY,BLOCKED
2026-08-02 16:34:18.468677,192.168.1.110,ANOMALY,BLOCKED
2026-08-02 16:34:18.500662,192.168.1.9,ANOMALY,BLOCKED
2026-08-02 16:34:18.531980,192.168.1.66,ANOMALY,BLOCKED
2026-08-02 16:34:18.565684,192.168.1.252,ANOMALY,BLOCKED
2026-08-02 16:34:18.599515,192.168.1.181,ANOMALY,BLOCKED
2026-08-02 16:34:18.630757,192.168.1.241,NORMAL,ALLOWED
2026-08-02 16:34:18.672162,192.168.1.124,ANOMALY,BLOCKED
2026-08-02 16:34:18.704819,192.168.1.13,ANOMALY,BLOCKED
2026-08-02 16:34:18.738377,192.168.1.203,ANOMALY,BLOCKED
2026-08-02 16:34:18.772253,192.168.1.201,ANOMALY,BLOCKED
2026-08-02 16:34:18.804971,192.168.1.159,ANOMALY,BLOCKED
2026-08-02 16:34:18.837183,192.168.1.246,ANOMALY,BLOCKED
2026-08-02 16:34:18.882088,192.168.1.96,ANOMALY,BLOCKED
2026-08-02 16:34:18.913037,192.168.1.12,ANOMALY,BLOCKED
2026-08-02 16:34:18.948206,192.168.1.9,ANOMALY,BLOCKED
2026-08-02 16:34:18.980148,192.168.1.17,ANOMALY,BLOCKED
2026-08-02 16:34:19.013417,192.168.1.102,ANOMALY,BLOCKED
2026-08-02 16:34:19.047864,192.168.1.123,ANOMALY,BLOCKED
2026-08-02 16:34:19.079471,192.168.1.4,ANOMALY,BLOCKED
2026-08-02 16:34:19.109476,192.168.1.166,ANOMALY,BLOCKED
2026-08-02 16:34:19.142287,192.168.1.43,ANOMALY,BLOCKED
2026-08-02 16:34:19.182382,192.168.1.115,ANOMALY,BLOCKED
2026-08-02 16:34:19.224393,192.168.1.247,NORMAL,ALLOWED
2026-08-02 16:34:19.257793,192.168.1.209,ANOMALY,BLOCKED
2026-08-02 16:34:19.290690,192.168.1.67,ANOMALY,BLOCKED
2026-08-02 16:34:19.323321,192.168.1.162,ANOMALY,BLOCKED
2026-08-02 16:34:19.356157,192.168.1.54,ANOMALY,BLOCKED
2026-08-02 16:34:19.399998,192.168.1.98,ANOMALY,BLOCKED
2026-08-02 16:34:19.437806,192.168.1.109,ANOMALY,BLOCKED
2026-08-02 16:34:19.480879,192.168.1.12,ANOMALY,BLOCKED
2026-08-02 16:34:19.513591,192.168.1.85,ANOMALY,BLOCKED
2026-08-02 16:34:19.555520,192.168.1.72,ANOMALY,BLOCKED
2026-08-02 16:34:19.591410,192.168.1.159,ANOMALY,BLOCKED
2026-08-02 16:34:19.624509,192.168.1.91,ANOMALY,BLOCKED
2026-08-02 16:34:19.667359,192.168.1.62,ANOMALY,BLOCKED
2026-08-02 16:34:19.704955,192.168.1.160,ANOMALY,BLOCKED
2026-08-02 16:34:19.736721,192.168.1.174,NORMAL,ALLOWED
2026-08-02 16:34:19.769507,192.168.1.139,ANOMALY,BLOCKED
2026-08-02 16:34:19.799884,192.168.1.251,ANOMALY,BLOCKED
2026-08-02 16:34:19.833938,192.168.1.3,ANOMALY,BLOCKED
2026-08-02 16:34:19.865513,192.168.1.217,ANOMALY,BLOCKED
2026-08-02 16:34:19.898479,192.168.1.130,ANOMALY,BLOCKED
2026-08-02 16:34:19.930274,192.168.1.66,ANOMALY,BLOCKED
2026-08-02 16:34:19.963834,192.168.1.247,NORMAL,ALLOWED
2026-08-02 16:34:19.996898,192.168.1.214,ANOMALY,BLOCKED
2026-08-02 16:34:20.030503,192.168.1.76,NORMAL,ALLOWED
2026-08-02 16:34:20.063649,192.168.1.81,ANOMALY,BLOCKED
2026-08-02 16:34:20.100153,192.168.1.250,ANOMALY,BLOCKED
2026-08-02 16:34:20.132153,192.168.1.217,ANOMALY,BLOCKED
2026-08-02 16:34:20.164234,192.168.1.178,ANOMALY,BLOCKED
2026-08-02 16:34:20.198839,192.168.1.75,ANOMALY,BLOCKED
2026-08-02 16:34:20.232967,192.168.1.26,ANOMALY,BLOCKED
2026-08-02 16:34:20.265682,192.168.1.115,ANOMALY,BLOCKED
2026-08-02 16:34:20.298866,192.168.1.180,ANOMALY,BLOCKED
2026-08-02 16:34:20.332056,192.168.1.165,ANOMALY,BLOCKED
2026-08-02 16:34:20.364820,192.168.1.152,ANOMALY,BLOCKED
2026-08-02 16:34:20.397388,192.168.1.179,ANOMALY,BLOCKED
2026-08-02 16:34:20.439746,192.168.1.128,ANOMALY,BLOCKED
2026-08-02 16:34:20.474651,192.168.1.136,ANOMALY,BLOCKED
2026-08-02 16:34:20.507081,192.168.1.25,NORMAL,ALLOWED
2026-08-02 16:34:20.537684,192.168.1.230,ANOMALY,BLOCKED
2026-08-02 16:34:20.569768,192.168.1.88,ANOMALY,BLOCKED
2026-08-02 16:34:20.601867,192.168.1.68,ANOMALY,BLOCKED
2026-08-02 16:34:20.635349,192.168.1.5,ANOMALY,BLOCKED
2026-08-02 16:34:20.667526,192.168.1.85,ANOMALY,BLOCKED
2026-08-02 16:34:20.697751,192.168.1.21,ANOMALY,BLOCKED
2026-08-02 16:34:20.729991,192.168.1.246,ANOMALY,BLOCKED
2026-08-02 16:34:20.761238,192.168.1.131,ANOMALY,BLOCKED
